1.79507104291	1000
time	pressure	humidity	temperature
150.811140676	1006.87597656	36.0430374146	33.2518081665
150.811140679	1006.87597656	34.8766899109	33.2518081665
150.811140679	1006.87597656	34.8766899109	33.2518081665
150.81114068	1006.87597656	34.8766899109	33.2518081665
150.81114068	1006.87597656	34.8766899109	33.2518081665
150.81114068	1006.87597656	34.8766899109	33.2518081665
150.81114068	1006.87597656	34.8766899109	33.2518081665
150.811140681	1006.87597656	34.8766899109	33.2518081665
150.811140681	1006.87597656	34.8766899109	33.2518081665
150.811140681	1006.87597656	34.8766899109	33.2518081665
150.811140681	1006.87597656	34.8766899109	33.2518081665
150.811140682	1006.87597656	34.8766899109	33.2518081665
150.811140682	1006.87597656	34.8766899109	33.2518081665
150.811140682	1006.87597656	34.8766899109	33.2518081665
150.811140682	1006.87597656	34.8766899109	33.2518081665
150.811140682	1006.87597656	34.8766899109	33.2518081665
150.811140683	1006.87597656	34.8766899109	33.2518081665
150.811140683	1006.87597656	34.8766899109	33.2518081665
150.811140683	1006.87597656	34.8766899109	33.2518081665
150.811140683	1006.87597656	34.8766899109	33.2518081665
150.811140684	1006.87597656	34.8766899109	33.2518081665
150.811140684	1006.87597656	34.8766899109	33.2518081665
150.811140684	1006.87597656	34.8766899109	33.2518081665
150.811140684	1006.87695312	34.8766899109	33.2518081665
150.811140685	1006.87695312	34.8766899109	33.2518081665
150.811140685	1006.87695312	34.8766899109	33.2518081665
150.811140685	1006.87695312	34.8766899109	33.2518081665
150.811140685	1006.87695312	34.8766899109	33.2518081665
150.811140686	1006.87695312	34.8766899109	33.2518081665
150.811140686	1006.87695312	34.8766899109	33.2518081665
150.811140686	1006.87695312	34.8766899109	33.2518081665
150.811140686	1006.87695312	34.8766899109	33.2518081665
150.811140686	1006.87695312	34.8766899109	33.2518081665
150.811140687	1006.87695312	34.8766899109	33.2518081665
150.811140687	1006.87695312	34.8766899109	33.2518081665
150.811140687	1006.87695312	34.8766899109	33.3602142334
150.811140687	1006.87695312	38.5803031921	33.3602142334
150.811140688	1006.87695312	38.5803031921	33.3602142334
150.811140688	1006.87695312	38.5803031921	33.3602142334
150.811140688	1006.87915039	38.5803031921	33.3602142334
150.811140689	1006.87915039	38.5803031921	33.3602142334
150.811140689	1006.87915039	38.5803031921	33.3602142334
150.811140689	1006.87915039	38.5803031921	33.3602142334
150.811140689	1006.87915039	38.5803031921	33.3602142334
150.811140689	1006.87915039	38.5803031921	33.3602142334
150.81114069	1006.87915039	38.5803031921	33.3602142334
150.81114069	1006.87915039	38.5803031921	33.3602142334
150.81114069	1006.87915039	38.5803031921	33.3602142334
150.81114069	1006.87915039	38.5803031921	33.3602142334
150.811140691	1006.87915039	38.5803031921	33.3602142334
150.811140691	1006.87915039	38.5803031921	33.3602142334
150.811140691	1006.87915039	38.5803031921	33.3602142334
150.811140691	1006.87915039	38.5803031921	33.3602142334
150.811140691	1006.87915039	38.5803031921	33.3602142334
150.811140692	1006.87915039	38.5803031921	33.3602142334
150.811140692	1006.87915039	38.5803031921	33.3602142334
150.811140692	1006.87744141	38.5803031921	33.3602142334
